# p1 - c3 sync,c3 - p1
12.46595,24.38307
15.73491,26.25799
16.75820,23.67592
12.78114,23.87905
12.24089,24.89805
14.46104,30.74312
1090.77787,25.19894
12.59017,24.20115
12.36010,23.91481
13.25202,23.74983
14.62412,21.89922
75.63615,22.25900
15.24186,24.73307
43.13898,24.29080
50.21000,29.51002
12.14814,28.78809
16.56294,24.65606
15.89799,24.40596
13.26585,24.61696
15.43117,28.99480
71.41685,23.46611
18.07380,25.29597
12.31718,22.95995
12.20179,23.78321
11.96694,23.90504
27.67110,23.97919
28.12815,22.24493
13.14783,184.53217
12.59995,22.95184
13.25011,24.60599
32.89700,22.78590
12.47382,22.34101
12.85291,24.71995
12.12692,23.16403
13.44299,23.89693
13.41105,23.05102
20.94102,24.34683
13.33809,23.16380
38.16009,188.02595
14.93096,25.08807
19.68002,30.20096
11.79695,26.40796
20.67280,40.86399
19.24300,24.00398
13.20291,186.28597
13.29112,23.78488
11.87801,22.52913
12.47001,23.76199
17.64584,28.67794
15.80191,23.85306
12.67219,23.78392
15.49983,22.86911
12.84695,24.19901
11.88493,24.11723
20.45488,24.74713
12.63094,23.35715
16.52789,23.19098
12.79712,23.04506
13.19408,22.39490
12.10904,23.86808
11.97004,22.27116
13.65709,29.55604
23.01311,28.87797
13.18288,23.39697
12.16292,22.91703
170.74609,183.52318
12.33816,22.62187
13.20410,25.97117
667.66787,23.50092
11.84916,22.81618
17.37499,23.55695
14.96291,278.89800
13.19599,24.62101
12.54511,23.66495
11.45482,21.98291
11.87396,23.55719
12.36892,22.86291
13.69786,22.51482
15.13696,22.42208
12.17794,22.07208
11.96098,34.57904
12.92896,24.21498
12.59208,23.36907
12.36796,187.99210
12.55417,23.41294
11.71398,22.50814
12.96902,23.61393
11.63197,23.31400
14.91904,22.76087
13.34286,25.55704
21.36898,24.27197
19.84501,41.74280
40.29107,27.48108
12.96496,27.49395
114.18986,22.04394
12.33292,30.12323
30.30491,24.72615
327.62408,23.10085
17.19117,23.04006
18.66698,25.13790
12.72011,25.80190
13.53788,27.04692
1063.11917,23.49305
14.35614,22.97592
13.34500,26.80993
12.53510,23.55599
11.99603,22.64214
13.21411,22.81499
13.08680,23.32616
901.99590,22.92395
12.09211,22.34483
1052.42586,26.15094
116.76908,22.56107
111.21297,24.94407
18.57901,24.53208
11.99412,23.23294
13.05795,22.47024
13.04102,27.60482
13.57102,37.04286
12.60495,22.90392
13.97395,27.48489
14.06217,196.69199
11.92617,22.76802
12.67290,24.80793
12.66003,22.97211
11.68513,22.98999
14.59408,23.21291
11.92689,23.08202
95.07799,41.49008
16.51287,22.72105
12.83693,24.69611
12.82096,22.62497
12.09188,22.14408
12.38489,23.94795
13.82208,25.17104
12.01200,23.69213
238.72304,23.81802
15.04302,186.43379
14.96100,23.84520
13.32402,22.33815
12.16412,22.33291
12.94303,23.10395
15.15007,23.10300
13.67688,22.80807
13.23700,185.01401
12.72202,22.50695
14.80889,24.14703
14.83178,22.17913
13.65185,27.36998
16.18409,183.04610
12.54201,22.32099
11.96003,23.96584
47.05095,22.59588
12.22301,23.88310
14.11009,24.61219
12.54892,23.64993
78.15790,24.99819
15.71012,24.08886
121.58298,22.95709
12.47215,24.64890
12.92300,25.84195
11.93714,23.53597
16.16907,186.26213
13.76700,23.74816
12.41803,22.40300
12.78281,27.92811
24.50800,23.06294
12.21800,24.07002
13.03887,24.97387
12.70485,23.48495
361.38797,22.93205
12.28905,23.82302
13.00788,23.39315
13.43584,25.46811
13.42607,23.85592
13.61012,30.30205
14.82701,23.76485
